id,classe,caption,commento_raw,commento_prenorm,anno,prodotto,panelista
24,OK,Il profumo del campione è intenso.,Intenso,Intenso,2019,C0D,TG_26
25,OK,Il profumo del campione è debolissimo.,Debolissimo,Debolissimo,2019,C0H,TG_26
26,ERRORE_PARSING,,Fermentazione da Clostridium sporogenes,Fermentazione da Clostridium sporogenes,2019,C0F,Q_02
27,OK,Il profumo del campione è leggero.,Leggero,Leggero,2019,C0O,Q_09
28,OK,Il profumo del campione è debole.,Profumo debole,Profumo debole,2019,C0R,TG_13
29,OK,Sapore di cacao.,Cacao,Cacao,2019,C0F,TG_19
30,OK,Il profumo del campione presenta bassa intensità.,Bassa intensità,Bassa intensità,2019,C0O,TG_19
31,ERRORE_PARSING,,"Soprattutto uovo sodo, zolfo","Soprattutto uovo sodo, zolfo",2019,C0P,TG_19
32,ERRORE_PARSING,,Teli sporchi,Teli sporchi,2019,C0G,Q_09
33,ERRORE_PARSING,,Erbe balsamiche,Erbe balsamiche,2019,C0I,Q_09
34,ERRORE_PARSING,,Alito di caffè,Alito di caffè,2019,C0H,TG_19
35,OK,Il profumo del campione è poco intenso.,Poco intenso,Poco intenso,2019,C0Q,TG_26
36,OK,Note vegetali e balsamiche.,Vegetale balsamico,vegetaleetale balsamico,2019,C0M,Q_09
37,ERRORE_PARSING,,"Ho segnato cuoio ma in realtà ho sentito odore di suola di scarpe, o gomma","Ho segnato cuoio ma in realtà ho sentito odore di suola di scarpe, o gomma",2019,C0E,TG_28
38,ERRORE_PARSING,,Sentore di grasso animale ossidato (eg: salame invecchiato),Sentore di grasso animale ossidato (eg: salame invecchiato),2019,C0O,TG_04
39,ERRORE_PARSING,,Cipolla,Cipolla,2019,C0E,TG_26
40,OK,"Olfatto con ammoniaca solo all'apertura, seguito da un profumo troppo delicato.","Ammoniaca solo alla apertura,dopo profumo troppo delicato","Ammoniaca solo alla apertura,dopo profumo troppo delicato",2019,C0N,TG_19
41,OK,Il sapore è troppo delicato.,Troppo delicato,Troppo delicato,2019,C0A,TG_19
42,OK,Note di cacao e alito di caffè.,"Cacao, alito da caffè","Cacao, alito da caffè",2019,C0E,TG_19
43,OK,Profumo vegetale e balsamico.,Vegetale balsamico,vegetaleetale balsamico,2019,C0N,Q_09
44,OK,Odore di scarico.,Scarico,Scarico,2019,C0P,Q_09
45,OK,"Il gorgonzola suscita dei dubbi, ma non penalizzo troppo.","Il gorgonzola é un dubbio, non penalizzo troppo","Il gorgonzola é un dubbio, non penalizzo troppo",2019,C0I,TG_04
46,OK,"Il profumo del campione è leggero, ma presenta note tipiche di grana nostrano.",Ok ma molto leggero,Ok ma molto leggero,2019,C0O,TG_19
47,OK,Profumo vegetale gradevole.,Vegetale buono,vegetaleetale buono,2019,C0P,TG_19
48,OK,"Il profumo del campione è leggero, con note tipiche di grana nostrano.",Leggero,Leggero,2019,C0R,TG_19
49,OK,"Il profumo del campione è leggero, con note tipiche di grana nostrano.",Leggero,Leggero,2019,C0A,Q_09
50,OK,"Il profumo del campione è leggero, con note tipiche di grana nostrano.",Leggero,Leggero,2019,C0C,Q_09
51,OK,"Il profumo del campione è leggero, con note tipiche di grana nostrano.",Leggero,Leggero,2019,C0M,Q_09
52,OK,Sembra più invecchiato.,Sembra più  vecchio,Sembra più  vecchio,2019,C0B,TG_04
53,OK,Sapore di cacao.,Cacao,Cacao,2019,C0Q,TG_19
54,OK,"Il profumo del campione è poco intenso, con note tipiche di grana nostrano.",Poco intenso,Poco intenso,2019,C0A,TG_20
55,OK,"Il profumo del campione non è molto intenso, ma presenta note tipiche di grana nostrano.",Non molto intenso,Non molto intenso,2019,C0N,TG_20
56,OK,"Il profumo del campione è un po' piatto e poco complesso, con note tipiche di grana nostrano.","Un po' piatto, poco complesso","Un po' piatto, poco complesso",2019,C0Q,TG_20
57,OK,"Il profumo del campione è leggerissimo e scompare rapidamente, ma presenta note tipiche di grana nostrano.","Leggerissimo, scompare dopo 2 secondi","Leggerissimo, scompare dopo 2 secondi",2019,C0C,TG_28
58,OK,Odore di alcool etilico.,Alcool etilico,Alcool etilico,2019,C0D,TG_24
59,OK,"Il profumo del campione presenta note di liquirizia, con una leggera tipicità di grana nostrano.",Liquirizia,Liquirizia,2019,C0E,Q_09
60,OK,Leggero sentore di gomma bruciata.,Leggero gomma bruciata,Leggero gomma bruciata,2019,C0P,Q_09
61,OK,Un pezzo aveva un pessimo odore.,Un solo pezzo aveva un pessimo odore,Un solo pezzo aveva un pessimo odore,2019,C0E,TG_12
62,OK,Odore di lettiera.,Lettiera,Lettiera,2019,C0E,TG_26
63,OK,Il profumo presenta note fruttate di ananas e pompelmo.,Ananas e pompelmo,Ananas e pompelmo,2019,C0D,Q_02
64,OK,Profumo vegetale e balsamico.,Vegetale balsamico,vegetaleetale balsamico,2019,C0D,Q_09
65,OK,Alla apertura soltanto.,Alla apertura soltanto,Alla apertura soltanto,2019,C0O,Q_09
66,OK,Caffè.,Caffè,Caffè,2019,C0C,TG_19
67,OK,Il profumo è molto tenue.,Molto molto tenue,Molto molto tenue,2019,C0O,TG_19
68,OK,Il profumo è poco intenso e poco complesso.,Poco intenso e poco complesso,Poco intenso e poco complesso,2019,C0O,TG_20
69,OK,Si percepisce un sentore di fieno.,Sentore di fieno greco,Sentore di fieno greco,2019,C0A,TG_28
70,OK,Il profumo è poco intenso.,Poco intenso,Poco intenso,2019,C0M,Q_09
71,OK,Il profumo è debolissimo.,Debolissimo,Debolissimo,2019,C0H,TG_26
72,OK,Il profumo presenta note balsamiche.,Balsamico,Balsamico,2019,C0I,Q_09
73,OK,Il profumo è poco presente.,Poco profumo,Poco profumo,2019,C0A,TG_08
74,OK,La intensità del profumo è poca.,Poca intensità,Poca intensità,2019,C0P,TG_19
75,OK,Il profumo è leggero.,Leggero,Leggero,2019,C0R,TG_19
76,OK,Il profumo è leggero.,Leggero,Leggero,2019,C0A,TG_19
77,OK,Il profumo è poco intenso.,Poco intenso,Poco intenso,2019,C0Q,TG_20
78,OK,"Si avverte una nota bruciata, con poca intensità.","Nota bruciata, poco intenso","Nota bruciata, poco intenso",2019,C0D,TG_20
79,OK,Lievito?,Lievito ?,Lievito ?,2019,C0M,Q_09
80,OK,"Il profumo è poco intenso, con note di latte e floreali.",Poco intenso. Latte e floreale,Poco intenso. Latte e floreale,2019,C0C,TG_04
81,OK,"Moderato, con una nota poco convincente di verdura cotta.",Moderato. Nota non convincente di verdura cotta,Moderato. Nota non convincente di verdura cotta,2019,C0E,TG_04
82,OK,Il profumo del campione presenta una media intensità con profumi tipici e una complessità aromatica abbastanza sviluppata.,Media intensità. Profumi tipici. Abbastanza complesso,Media intensità. Profumi tipici. Abbastanza complesso,2019,C0H,TG_04
83,OK,"Il campione presenta una buona intensità olfattiva, con note tipiche del Grana Trentino che si esprimono in modo chiaro e definito.",Buona intensità,Buona intensità,2019,C0M,TG_04
84,OK,"Il profumo presenta un'intensità leggera, con una complessità ridotta e note di panna e burro.",Intensità leggera. Poco complesso. Panna e burro. Stop,Intensità leggera. Poco complesso. Panna e burro. Stop,2019,C0N,TG_04
85,OK,"Il campione ha un'intensità iniziale alta, ma il bouquet non è gradevole, con note di cuoio, brodo e verdura cotta.","Intensità  iniziale alta. Ma bouquet non gradevole: cuoio, brodo, verdura  cotta","Intensità  iniziale alta. Ma bouquet non gradevole: cuoio, brodo, verdura  cotta",2019,C0P,TG_04
86,OK,Il profumo presenta note di caramello all'apertura.,Caramello alla apertura,Caramello alla apertura,2019,C0M,TG_19
87,OK,"Yogurt alla frutta, più che acido.",Yogurt alla frutta più che parte acido,Yogurt alla frutta più che parte acido,2019,C0P,TG_28
88,OK,"L'intensità del profumo è buona, rivelando caratteristiche aromatiche tipiche del Grana Trentino, senza difetti.",Buona intensità,Buona intensità,2019,C0L,TG_04
89,OK,Il profumo presenta sentori tostati e cotti.,"Sentori tostato, cotto","Sentori tostato, cotto",2019,C0N,TG_04
90,OK,"Il campione ha una buona intensità con sentori lattei, più di uno.","Buona intensità. Sentori lattei , più  d'uno","Buona intensità. Sentori lattei , più  d'uno",2019,C0O,TG_04
91,OK,Il profumo presenta una nota dolce.,Dolce,Dolce,2019,C0L,TG_11
92,OK,Il profumo presenta note di burro cotto e formaggio cotto.,"Burro cotto, formaggio cotto","Burro cotto, formaggio cotto",2019,C0O,TG_20
93,OK,Il profumo presenta un'intensità poco marcata.,Poco intenso,Poco intenso,2019,C0L,TG_26
94,OK,La prima olfazione rivela note tra animale e stalla.,Prima olfazione: tra animale e stalla,Prima olfazione: tra animale e stalla,2019,C0E,TG_04
95,OK,Il campione presenta un'intensità notevole.,Intensità notevole,Intensità notevole,2019,C0N,TG_04
96,OK,"Un campione ha un odore positivo, tre hanno un odore negativo.","Un campione con odore positivo, 3 con odore negativo","Un campione con odore positivo, 3 con odore negativo",2019,C0E,TG_14
97,OK,Alito al caffè.,Alito al Caffè ...,Alito al Caffè ...,2019,C0E,TG_19
98,OK,"Il profumo presenta note di burro fresco, molto lattico.","Burro fresco, molto lattico","Burro fresco, molto lattico",2019,C0D,TG_20
99,OK,Il profumo presenta un'intensità poco marcata.,Poco intenso,Poco intenso,2019,C0M,TG_26
100,OK,Il campione presenta un buon livello di intensità.,Ben intenso,Ben intenso,2019,C0N,TG_04
101,OK,Cacao amaro in polvere.,Cacao amaro in polvere,Cacao amaro in polvere,2019,C0L,TG_19
102,OK,Caffè bevuto.,Caffe bevuto,Caffe bevuto,2019,C0M,TG_19
103,OK,Un po' di plastica gomma.,Un po'  di plastica gomma,Un po'  di plastica gomma,2019,C0O,TG_24
104,OK,Biscotto.,Biscotto,Biscotto,2019,C0C,TG_26
105,OK,Pane e lievito.,PANE LIEVITO,PANE LIEVITO,2019,C0A,Q_09
106,OK,Alle prime operazioni si percepisce un sgradevole odore di grasso animale ossidato.,Alle prime operazioni sgradevole odore di grasso animale ossidato,Alle prime operazioni sgradevole odore di grasso animale ossidato,2019,C0A,TG_04
107,OK,Il profumo presenta note di limone ammuffito.,Limone ammuffito,Limone ammuffito,2019,C0M,TG_14
108,OK,Il campione mostra una varietà di sentori nella categoria panna.,Tanti sentori nella categoria panna,Tanti sentori nella categoria panna,2019,C0A,TG_04
109,OK,Il profumo è lieve e iniziale.,Lieve e iniziale,Lieve e iniziale,2019,C0C,TG_19
110,OK,Cacao?,Cacao?,Cacao?,2019,C0A,Q_09
111,OK,Il profumo è intenso.,Intenso,Intenso,2019,C0N,TG_04
112,OK,La prima olfazione non è gradita; la definisco nostrano.,Prima olfazione non gradita. La definisco nostrano,Prima olfazione non gradita. La definisco nostrano,2019,C0R,TG_04
113,OK,Il profumo non è molto intenso.,Non molto intenso,Non molto intenso,2020,C0G,TG_20
114,OK,Il campione presenta note evolute dominanti.,Note evolute dominanti,Note evolute dominanti,2020,C0Q,TG_20
115,OK,"Nota vegetale di primo naso, poi si alleggerisce.",Nota vegetale di primo naso. Poi si alleggerisce,Nota vegetaleetale di primo naso. Poi si alleggerisce,2020,C0G,TG_04
116,OK,L'intensità è più che moderata.,Intensità  più  che moderata,Intensità  più  che moderata,2020,C0Q,TG_04
117,OK,"Il profumo è intenso, con note di nostrano e latte cotto leggero.","Anche intenso, ma nostrano e latte cotto leggero","Anche intenso, ma nostrano e latte cotto leggero",2020,C0C,TG_04
118,OK,Il profumo è molto vegetale.,Molto vegetale,Molto vegetaleetale,2020,C0D,TG_04
119,OK,Il campione risulta poco complesso e poco intenso.,Poco complesso e poco intenso,Poco complesso e poco intenso,2020,C0H,TG_04
120,OK,"Il profumo è ben complesso, ma con intensità limitata.",Anche ben complesso. Ma intensità limitata,Anche ben complesso. Ma intensità limitata,2020,C0I,TG_04
121,OK,"Molto diverso all'apertura e spezzando i pezzi; fresco prima, più stagionato poi.","Molto diverso alle apertura e spezzando i pezzi. Fresco prima, più stagionato poi","Molto diverso alle apertura e spezzando i pezzi. Fresco prima, più stagionato poi",2020,C0M,TG_19
122,OK,Poco intenso e poco complesso.,Poco intenso e poco complesso,Poco intenso e poco complesso,2020,C0D,TG_20
123,OK,Poco intenso.,Poco intenso,Poco intenso,2020,C0M,TG_20
124,OK,Proprio aggressivo e non piacevole.,Proprio aggressivo non piacevole,Proprio aggressivo non piacevole,2020,C0H,TG_24
125,OK,"Anche intenso, con note di nostrano e latte cotto leggero.","Anche intenso, ma nostrano e latte cotto leggero","Anche intenso, ma nostrano e latte cotto leggero",2020,C0C,TG_04
126,ILLEGGIBILE,,Molto vegetale,Molto vegetaleetale,2020,C0D,TG_04
127,OK,Poco complesso e poco intenso.,Poco complesso e poco intenso,Poco complesso e poco intenso,2020,C0H,TG_04
128,OK,"Anche ben complesso, ma con intensità limitata.",Anche ben complesso. Ma intensità limitata,Anche ben complesso. Ma intensità limitata,2020,C0I,TG_04
129,OK,"Molto diverso all'apertura e spezzando i pezzi; fresco prima, più stagionato poi.","Molto diverso alle apertura e spezzando i pezzi. Fresco prima, più stagionato poi","Molto diverso alle apertura e spezzando i pezzi. Fresco prima, più stagionato poi",2020,C0M,TG_19
130,OK,Poco intenso e poco complesso.,Poco intenso e poco complesso,Poco intenso e poco complesso,2020,C0D,TG_20
131,OK,Poco intenso.,Poco intenso,Poco intenso,2020,C0M,TG_20
132,OK,Proprio aggressivo e non piacevole.,Proprio aggressivo non piacevole,Proprio aggressivo non piacevole,2020,C0H,TG_24
133,OK,"Odore pungente da fermentato, sgradevole.",Odore pungente da fermentato. Sgradevole,Odore pungente da fermentato. Sgradevole,2020,C0B,TG_04
134,OK,Moderato.,Moderato,Moderato,2020,C0C,TG_04
135,OK,Media intensità.,Media intensità,Media intensità,2020,C0L,TG_04
136,OK,Intenso.,Intenso,Intenso,2020,C0N,TG_04
137,OK,Crauti.,Crauti,Crauti,2020,C0O,TG_19
138,OK,Aggressivo e non piacevole.,Aggressivo non piacevole,Aggressivo non piacevole,2020,C0B,TG_24
139,OK,Peccato per una nota leggera di stalla.,Peccato per nota leggera di stalla,Peccato per nota leggera di stalla,2020,C0L,TG_24
140,OK,Troppo debole per valutare con sicurezza.,Troppo debole per valutare con sicurezza,Troppo debole per valutare con sicurezza,2020,C0C,TG_28
141,OK,Sentore di legno.,Sentore di legno,Sentore di legno,2020,C0N,TG_28
142,OK,Intenso,Intenso,Intenso,2020,C0A,TG_04
143,OK,Intensità moderata,Intensità  moderata,Intensità  moderata,2020,C0E,TG_04
144,OK,"Tanta panna e latte, ben intenso",Tanta nanna e latte. Ben intenso,Tanta panna e latte. Ben intenso,2020,C0N,TG_04
145,OK,Pochi sentori pannosi,Pochi sentori pannosi.,Pochi sentori pannosi.,2020,C0P,TG_04
146,OK,"Povero, poco complesso, discreta intensità",Povero. Poco complesso. Discreta intensità,Povero. Poco complesso. Discreta intensità,2020,C0Q,TG_04
147,OK,Crosta in senso positivo,Crosta in senso positivo (in precedenza poteva essere positivo o negativo),Crosta in senso positivo (in precedenza poteva essere positivo o negativo),2020,C0Q,TG_12
148,OK,Pecorino.,Pecorino,Pecorino,2020,C0A,TG_19
149,OK,Alcol.,Alcool,Alcool,2020,C0E,TG_24
150,OK,Leggerissima nota tormentata,Leggerissima nota tormentata,Leggerissima nota tormentata,2020,C0E,TG_35
151,OK,Nota leggermente fermentata,Nota leggermente fermentata,Nota leggermente fermentata,2020,C0Q,TG_35
152,OK,Alla prima olfazione si percepiscono note quasi di puzzone.,Note quasi di puzzone alla prima olfazione,Note quasi di puzzone alla prima olfazione,2020,C0D,TG_04
153,OK,Poco intenso,Poco intenso,Poco intenso,2020,C0Q,TG_04
154,OK,Ha un sapore di grasso di prosciutto crudo.,Sa di grasso di prosciutto crudo,Sa di grasso di prosciutto crudo,2020,C0G,TG_04
155,OK,Sapore di amido.,Amido,Amido,2020,C0M,TG_24
156,OK,Peccato lieve nota bruciata,Peccato lieve nota bruciara,Peccato lieve nota bruciara,2020,C0G,TG_24
157,OK,Poco complesso,Poco complesso,Poco complesso,2020,C0G,TG_20
158,OK,Carente sulle note lattiche,Carente sulle note lattiche,Carente sulle note lattiche,2020,C0M,TG_20
159,OK,Ricorda il cremoso al caramello.,Crem Caramel,Crem Caramel,2020,C0G,TG_19
160,OK,Sente di liquirizia.,Liquirizia,Liquirizia,2020,C0E,Q_09
161,OK,"L'odore iniziale non è convincente, poi svanisce.","Odore iniziale non convincente, poi sfuma","Odore iniziale non convincente, poi sfuma",2020,C0E,TG_04
162,OK,Il profumo del campione presenta note intense di pane tostato.,Pane tostato potentissimo,Pane tostato potentissimo,2020,C0G,TG_04
163,OK,"Moderata intensità del profumo, tipica del Grana Trentino.",Moderata intensità,Moderata intensità,2020,C0L,TG_04
164,OK,È leggero e non complesso.,Leggero e non complesso,Leggero e non complesso,2020,C0M,TG_04
165,OK,"Buona intensità del profumo, conforme alle caratteristiche del Grana Trentino.",Buona intensità,Buona intensità,2020,C0Q,TG_04
166,OK,"Il profumo presenta note di caramello, tipiche di un formaggio ben stagionato.",Caramello,Caramello,2020,C0E,TG_19
167,OK,"Il profumo è molto elegante, con una complessità aromatica apprezzabile.",Molto elegante,Molto elegante,2020,C0G,TG_24
168,OK,"Spezzando un pezzo, si percepisce un leggero odore di cipolla.",Spezzando un pezzo no percepito un leggero odore di cipolla,Spezzando un pezzo no percepito un leggero odore di cipolla,2020,C0M,TG_35
169,OK,Presenta tanti sentori lattei e vegetali strani.,Tanti sentori lattei. Ma anche vegetali strani,Tanti sentori lattei. Ma anche vegetaleetali strani,2020,C0D,TG_04
170,OK,Ha una nota svizzera di groviera.,Nota svizzera di groviera,Nota svizzera di groviera,2020,C0O,TG_20
171,OK,"Il profumo è molto elegante, con una complessità aromatica apprezzabile.",Molto elegante!,Molto elegante!,2020,C0C,TG_24
172,OK,"Nocciola prevalente nel profumo, caratteristica del Grana Trentino.",Nocciola prevalente,Nocciola prevalente,2020,C0Q,TG_24
173,OK,C'è troppa crosta.,Troppa crosta,Troppa crosta,2020,C0A,TG_04
174,OK,"Buona intensità del profumo, conforme alle caratteristiche del Grana Trentino.",Buona intensità,Buona intensità,2020,C0M,TG_04
175,OK,"Il profumo presenta note pungenti, tipiche di un formaggio stagionato.",Pungente,Pungente,2020,C0A,TG_19
176,OK,"Il profumo presenta note di nocciola, caratteristica del Grana Trentino.",Nocciola,Nocciola,2020,C0N,TG_19
177,OK,Sembra polvere.,Polvere...,Polvere...,2020,C0A,TG_24
178,OK,Sente di kiwi.,Kiwi...,Kiwi...,2020,C0F,TG_24
179,OK,"Il profumo presenta note di nocciola, caratteristica del Grana Trentino.",Nocciola,Nocciola,2020,C0M,TG_24
180,OK,"All'inizio ha un odore di stalla, poi si apre.",Stalla al primo impatto poi si apre!!!,Stalla al primo impatto poi si apre!!!,2020,C0P,TG_24
181,OK,C'è una leggera fermentazione.,Leggera fermentazione,Leggera fermentazione,2020,C0Q,TG_35
182,OK,Intensità moderata.,Intensità moderata,Intensità moderata,2020,C0A,TG_04
183,OK,"Alla prima olfazione, c'è una sfumatura non gradevole.","Al primo olfatto, sfumatura non gradevole","Al primo olfatto, sfumatura non gradevole",2020,C0C,TG_04
184,OK,Leggero.,Leggero,Leggero,2020,C0G,TG_04
185,OK,Abbastanza intenso.,Abbastanza intenso,Abbastanza intenso,2020,C0I,TG_04
186,OK,I quattro pezzi sono molto diversi e all'apertura.,Molto diversi i 4 pezzi e all'apertura,Molto diversi i 4 pezzi e all'apertura,2020,C0G,TG_19
187,OK,Soprattutto all'apertura.,Soprattutto all'apertura,Soprattutto all'apertura,2020,C0P,TG_19
188,OK,Poco intenso e poco complesso.,Poco intenso e poco complesso,Poco intenso e poco complesso,2020,C0N,TG_20
189,OK,Poco complesso.,Poco complesso,Poco complesso,2020,C0P,TG_20
190,OK,Intenso e molto equilibrato.,Intenso e molto equilibrato,Intenso e molto equilibrato,2020,C0A,TG_24
191,CONFORME,"Il campione si presenta conforme agli standard, con un profumo equilibrato e privo di anomalie.",Molto buono!,Molto buono!,2020,C0G,TG_24
192,OK,La crosta è solo accennata.,Crosta solo accennata,Crosta solo accennata,2020,C0I,TG_24
193,OK,Sento un aroma di kiwi.,Kiwi...,Kiwi...,2020,C0N,TG_24
194,OK,C'è un retrogusto di bruciato.,Peccato per il fondo di bruciato,Peccato per il fondo di bruciato,2020,C0P,TG_24
195,OK,Liquirizia.,Liquirizia,Liquirizia,2020,C0E,Q_09
196,OK,Ho dei dubbi sul sentore di nostrano.,Il sentore di nostrano é un dubbio,Il sentore di nostrano é un dubbio,2020,C0D,TG_04
197,OK,"È strano, a tratti sembra di sentire odore di pesce.",Strano. A tratti sentiva di pesce. Perplesso,Strano. A tratti sentiva di pesce. Perplesso,2020,C0M,TG_04
198,OK,Sento un forte odore di alcool.,Alcool!,Alcool!,2020,C0A,TG_24
199,OK,"C'è un sentore di stalla, ma solo all'inizio.",Stalla ma solo al primo impatto!,Stalla ma solo al primo impatto!,2020,C0N,TG_24
200,OK,Leggere note bruciate.,Leggere note bruciate,Leggere note bruciate,2020,C0P,TG_24
201,OK,Sento un aroma di polvere.,Polvere,Polvere,2020,C0P,TG_28
202,ILLEGGIBILE,,Non so se ho scritto che son raffreddato,Non so se ho scritto che son raffreddato,2020,C0A,TG_04
203,OK,"Sento poco, forse perché è raffreddato o il formaggio è di qualità bassa.",Sento poco. Non so se perché  raffreddato o perché povero il fromage,Sento poco. Non so se perché  raffreddato o perché povero il fromage,2020,C0C,TG_04
204,ILLEGGIBILE,,Oggi sono raffreddato,Oggi sono raffreddato,2020,C0P,TG_04
205,OK,Leggero sentore di bruciato e animale stalla all'inizio.,Leggero sentore di bruciato e stalla all'inizio!,Leggero sentore di bruciato e stalla all'inizio!,2020,C0A,TG_24
206,OK,Nota di alcool.,Alcool,Alcool,2020,C0M,TG_24
207,OK,Sentore di kiwi e bruciato.,"Kiwi,,,e bruciato?","Kiwi,,,e bruciato?",2020,C0N,TG_24
208,OK,Sentore di urina.,Sentore di urina...,Sentore di urina...,2020,C0P,TG_24
209,OK,"C'è un sapore di formaggio, ma non ricorda il trentingrana.","Tanta nanna, ma nota di formaggio non trentingrana","Tanta panna, ma nota di formaggio non trentingrana",2020,C0P,TG_04
210,OK,Sentore da animale stalla iniziale che poi sparisce.,Sentore da stalla iniziale...che poi sparisce,Sentore da stalla iniziale...che poi sparisce,2020,C0C,TG_24
211,OK,Peccato per leggero sentore di alcool.,Peccato per leggero sentore di alcool,Peccato per leggero sentore di alcool,2020,C0D,TG_24
212,OK,Nota di nocciola.,NOcciola,NOcciola,2020,C0E,TG_24
213,OK,Intensità moderata.,Intensità  moderata,Intensità  moderata,2020,C0I,TG_04
214,OK,Elegante con note di kiwi.,Elegante... Kiwi,Elegante... Kiwi,2020,C0D,TG_24
215,OK,Nota di alcool.,Alcool!!,Alcool!!,2020,C0Q,TG_24
216,OK,Sentore di muschio.,Muschio,Muschio,2020,C0F,TG_26
217,OK,Nota di liquirizia.,Liquirizia,Liquirizia,2020,C0N,Q_09
218,OK,Sentore di funghi.,Funghi,Funghi,2020,C0N,TG_04
219,OK,Lievi intensità.,Lievi intensità,Lievi intensità,2020,C0Q,TG_04
220,OK,Sento un aroma di yogurt alla frutta.,Yogurt alla frutta,Yogurt alla frutta,2020,C0A,TG_19
221,OK,C'è un sentore di liquirizia.,Liquirizia,Liquirizia,2020,C0N,TG_19
222,OK,Sento un aroma di kiwi.,Kiwi...,Kiwi...,2020,C0G,TG_24
223,OK,Peccato per la leggera nota bruciata.,Peccato per leggera nota bruciata,Peccato per leggera nota bruciata,2020,C0N,TG_24
224,OK,C'è un forte odore di alcool.,Alcol,Alcol,2020,C0Q,TG_24
225,OK,Sento un aroma di liquirizia.,Liquirizia,Liquirizia,2020,C0R,Q_09
226,OK,C'è un sentore di grasso di prosciutto crudo.,Grasso di prosciutto crudo,Grasso di prosciutto crudo,2020,C0B,TG_04
227,OK,Moderato.,Moderato,Moderato,2020,C0P,TG_04
228,OK,Sento un odore vinilico.,Vinilico,Vinilico,2020,C0G,TG_12
229,OK,C'è un forte e spiacevole aroma di dado e glutammato.,"Dado, glutammato molto forte e spiacevole","Dado, glutammato molto forte e spiacevole",2020,C0R,TG_14
230,OK,Caramello.,Caramello,Caramello,2020,C0R,TG_19
231,OK,"Stalla solo all'inizio, poi sparisce.",Stalla solo all'inizio  poi sparisce,Stalla solo all'inizio  poi sparisce,2020,C0B,TG_24
232,OK,Peccato per la sfumatura bruciata e il brodo.,"Peccato sfumatura bruciata e  brodo che, ho dimenticato","Peccato sfumatura bruciata e  brodo che, ho dimenticato",2020,C0G,TG_24
233,OK,"Elegante, con molta nocciola e kiwi.","Elegante,,,molta nocciola e kiwi","Elegante,,,molta nocciola e kiwi",2020,C0O,TG_24
234,OK,Intenso ed elegante.,Intenso ed elegante,Intenso ed elegante,2020,C0P,TG_24
235,OK,Vaniglia! Peccato per il bruciato.,Vaniglia! Peccato per bruciato!,Vaniglia! Peccato per bruciato!,2020,C0R,TG_24
236,OK,Salsa al caramello mou bruciacchiata.,Salsa al caramello mou bruciacchiata,Salsa al caramello mou bruciacchiata,2020,C0R,TG_28
237,OK,"Polvere, pungente.","Polvere, pungente","Polvere, pungente",2020,C0A,Q_09
